id;cost;brand;model;gender;size;color;item;rev;sale
80;59;asics;Gel_Lite;men;40,41,42,43,43.5;brown;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
81;62;asics;Gel_Lite;men;40,41,42,44,44.5;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
82;48;reebok;Flexagon_Enegy;men;40.5,41,42,43,44,45;green;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
782;52;reebok;Flexagon_Enegy;men;40.5,41,43,44,45;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
83;45;reebok;Flex_Force;men;40,41,42,43;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
84;47;reebok;Quick_Motion;men;39,40,41,42,44;navy;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
85;51;reebok;Quick_Motion;men;40.5,41,42;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
86;55;reebok;Flexagon_Force;men;40,41,42,43;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
87;59;reebok;Flexagon_Force;men;40.5,41,42,42.5;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
88;63;reebok;Flexagon_Force;men;40,41,42,44;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
89;115;salomon;XA_Bondcliff_GTX;men;39,40,41,42,45;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
90;119;salomon;XA_Bondcliff_GTX;men;40.5,41,43;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
91;123;salomon;Speedcross_4_GTX;men;40,41,42,44;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
92;127;salomon;Speedcross_4_GTX;men;40.5,41,42,42.5;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
93;131;salomon;Speedcross_Vario_2_GTX;men;40,41,42,45;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
94;135;salomon;Speedcross_4_GTX;men;39,40,41,42,43;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
95;127;salomon;Speedcross_Vario_2_GTX;men;39,40,41,42,44;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
96;88;salomon;Speedcross_Vario_2_GTX;men;40.5,41;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;40
97;60;salomon;Speedcross_Vario_2_GTX;men;45;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;50
98;78;salomon;XA_Lite;men;40.5,41,42,42.5;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
99;76;salomon;Bondcliff;men;40,41,42,44;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
100;72;salomon;Bondcliff;men;40.5,41,42,43.5;green;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;30
101;19;adidas;Speed_Cross;women;37,38,39,40;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
102;25;adidas;Speed_Cross;women;37,38,39,41;green;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
103;26;adidas;Speed_Cross;women;37,38,39,42;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
104;27;adidas;Speed_Cross;women;37,38,39,40.5;silver;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
105;27;adidas;Speed_Cross;women;37,39,41;white;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
106;27;adidas;Speed_Cross;women;39,40,40.5;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
107;35;adidas;Pulseboost;women;38,39,41;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
108;38;adidas;Pulseboost;women;36,37,38.5,39;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;30
109;37;adidas;Pulseboost;women;36,37,38.5,40;white;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
110;42;adidas;Pulseboost;women;36,37,38.5,41;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;30
111;45;adidas;Solar_Ride;women;36,37,38.5,42;green;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
112;49;adidas;Solar_Ride;women;37,38,39,40;silver;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
113;52;adidas;Solar_Ride;women;37,38,39,41;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
114;56;adidas;Solar_Ride;women;37,38,39,40;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
115;85;adidas;Enegy_falcon;women;37,38,39,41;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
116;89;adidas;Enegy_falcon;women;37,38,39,42;grey;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
117;84;adidas;Enegy_falcon;women;37,38,39,40.5;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
118;81;adidas;Enegy_falcon;women;37,39,41;white;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
119;78;adidas;SolarBlaze;women;39,40,40.5;navy;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
120;75;adidas;SolarBlaze;women;38,39,41;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
121;71;adidas;SolarBlaze;women;36,37,38.5,39;royal;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
122;73;adidas;SolarBlaze;women;36,37,38.5,40;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
123;42;puma;evo;women;36,37,38.5,41;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
124;39;puma;speedcross;women;36,37,38.5,42;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
125;41;puma;speedcross;women;37,38,39,40;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
126;43;puma;speedcross;women;37,38,39,41;green;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
127;40;puma;speedcross;women;37,38,39,40;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
128;48;puma;speedcross;women;37,38,39,41;white;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
129;45;puma;speedcross;women;37,38,39,42;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
130;42;puma;speedcross;women;37,38,39,40.5;silver;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
131;75;puma;graphics;women;37,39,41;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
132;73;puma;graphics;women;39,40,40.5;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
133;68;puma;graphics;women;38,39,41;green;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
134;81;puma;graphics;women;36,37,38.5,39;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
135;59;puma;graphics;women;36,37,38.5,40;white;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
136;65;puma;graphics;women;36,37,38.5,41;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
137;72;puma;graphics;women;36,37,38.5,42;silver;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
138;59;puma;Ignite_limited;women;37,38,39,40;white;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
139;63;puma;Ignite_limited;women;37,38,39,41;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
140;52;puma;Ignite_limited;women;39,40,41,42,44;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
141;49;puma;Ignite_limited;women;39,40,43,44;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
142;75;nike;Air_Zoom;women;38,39,40,41,43,44;silver;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
143;72;nike;Air_Zoom;women;39,40,42,44,45;white;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
144;70;nike;Air_Zoom;women;40,41,42,44;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
145;79;nike;Air_Zoom;women;38,40,41,42,43;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
146;68;nike;Air_Zoom;women;40.5,41,42;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
147;69;nike;Air_Zoom;women;40,41,42,43;navy;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
148;69;nike;Zoom_Vomero;women;43.5,44,45;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
149;65;nike;Zoom_Vomero;women;39,40,41,42,44;yellow;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
150;68;nike;Zoom_Vomero;women;39,40,41,42,43;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
151;64;nike;Zoom_Vomero;women;39,40,41,42,44;silver;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
152;67;nike;Zoom_Vomero;women;39,40,43,44;white;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
153;68;nike;WildHorse_5;women;36,37,38,39,40,41;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
154;81;nike;WildHorse_5;women;37,38,39,40;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
155;59;nike;WildHorse_5;women;37,38,39,41;silver;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
156;65;nike;WildHorse_5;women;39,40,41,42,44;white;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
157;72;nike;WildHorse_5;women;39,40,41,42,43;purple;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
158;59;nike;Zoom_Fly;women;39,40,41,42,44;yellow;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
159;63;nike;Zoom_Fly;women;39,40,43,44;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
